ID;nomArch;coteArch;dateEntree;nature;modeEntree;servProd;typeProd;activiteProd;descContenu;natureSupport;mlEntree;nbreArt
767;Archives municipales d'Avignon;4Fi14;18/11/2013;Archives privées;Achat;;;Carte d'Avignon et du Comtat-Venaissin, XVIIème siècle;Carte d'Avignon et du Comtat-Venaissin, XVIIème siècle. Page 105 d'un ouvrage allemand de la fin du XVIème ou du début du XVIIème siècle (format 18x22 cm).;;0,01;1
768;Archives municipales d'Avignon;2Fi140;12/02/2014;Archives privées;Achat;;;Gravure d'Avignon;Gravure représentant une vue du pont d'Avignon depuis le Rocher des Doms. Gravure romantique anglaise de JH Kernot (format (12,5x16,5 cm).;;0,01;1
770;Archives municipales d'Avignon;8Fi;07/05/2013;Archives privées;Achat;;;6 Albums de photographies;6 Albums de photographies XIXème et XXème siècles.;;0,5;6
771;Archives municipales d'Avignon;Fi;07/05/2013;Archives privées;Achat;;;Lot de 141 photographies anciennes;Lot de 141 photographies anciennes, XIXème-XXème siècles.;;0,05;0
796;Archives municipales d'Avignon;Fi;11/03/2014;Archives privées;Achat;;;Trois document figurés;"Portrait imprimé de Saint-Martin ; Portrait d'Anatole Chauffard ; Portrait de Paul Pamard.";;0,03;3
801;Archives municipales d'Avignon;Divers Fi;21/05/2013;Archives privées;Achat;;;Lot de documents photographiques;"46 phototypes divers ; 2 albums photographiques ; 1 aristotype";;0,1;49
803;Archives municipales d'Avignon;2Fi142;25/04/2014;Archives privées;Achat;;;Diplôme de l'école des Beaux-Arts d'Avignon;Diplôme de l'école des Beaux-Arts d'Avignon décerné à Henri Chevalier le 9 août 1885.;;0,01;1
804;Archives municipales d'Avignon;2Fi143;25/04/2014;Archives privées;Achat;;;Gravure du XVIIIème siècle;"Gravure de Daugard, représentant un chavalier et un officier de la Compagnie de l'Arc de Monsieur le marquis d'Orsan, pour illustrer l'ouvrage du père Bontous, ""L'Auguste piété de la royale maison de Bourbon, 1701.";;0,01;1
805;Archives municipales d'Avignon;8Fi;25/04/2014;Archives privées;Achat;;;Albums photographiques;;;0,1;4
806;Archives municipales d'Avignon;Fi;25/04/2014;Archives privées;Achat;;;Lot de photographies anciennes;;;0,1;0
807;Archives municipales d'Avignon;Fi;25/04/2014;Archives privées;Achat;;;Lot de photographies modernes;;;0,1;0
824;Archives municipales d'Avignon;13Fi;10/06/2014;Archives privées;Achat;;;Affiche Foire de Printemps 1932;Affiche Foire de Printemps 1932;;0,01;1
836;Archives municipales d'Avignon;2Fi144;25/09/2014;Archives privées;Achat;;;Portrait du Maréchal Brune;Portrait du Maréchal Brune, gravure XIXème;;0,01;1
837;Archives municipales d'Avignon;6Fi828;25/09/2014;Archives privées;Achat;;;Photographie de Mireille Mathieu;Photographie de Mireille Mathieu dans les bras du cascadeur Sunny, 16 janvier 1968;;0,01;1
841;Archives municipales d'Avignon;13Fi136;10/06/2014;Archives privées;Achat;;;Affiche historique;Affiche de la foire de printemps d'Avignon 1932.;;0,01;1
871;Archives municipales d'Avignon;8Fi;18/03/2015;Archives privées;Achat;;;1 album de photographies anciennes;;;0,08;1
872;Archives municipales d'Avignon;8Fi;19/09/2014;Archives privées;Achat;;;1 album de photographies anciennes;1 album de photographies anciennes avec fermoir. Contient 48 cartes de visite photographiques;;0,08;1
873;Archives municipales d'Avignon;3Fi;19/04/2014;Archives privées;Achat;;;1 carte entoilée de la région d'Avignon ;Carte entoilée de la région d'Avignon n°66 et principalement du Gard. Format 51x71cms.;;0,01;1
874;Archives municipales d'Avignon;9Fi;19/04/2014;Archives privées;Achat;;;66 cartes postales photographiques;Cartes postales photographiques, uniquement des portraits, provenant d'une petite collection.;;0,05;66
875;Archives municipales d'Avignon;Fi;19/04/2014;Archives privées;Achat;;;Lot de photographies moyen format;2 cartes de visite photographique format 13x18 (107Fi), 1 planche positive stéréoscopique (29Fi), 6 tirages positifs montés sur carton (6Fi), 2 tirages positifs (7Fi);;0,01;2
876;Archives municipales d'Avignon;13Fi;19/04/2014;Archives privées;Achat;;;Lot de photographies grand format;1 tirage de Viron de la grotte de Lourdes, 3 photographies montés sur planches sur le Monument du Centenaire, 1 vue du pont d'Avignon avec blanchisseuse, 1 char de la mi-carême (midi de la France);;0,05;6
901;Archives municipales d'Avignon;8Fi;21/04/2015;Archives privées;Achat;;;Albums photographiques;Lot d'albums;;0,2;20
902;Archives municipales d'Avignon;Varia Fi;21/04/2015;Archives privées;Achat;;;Lot de photographies et estampes;Lot de photographies et estampes;;0,2;20
903;Archives municipales d'Avignon;140Fi5;21/04/2015;Archives privées;Achat;;;Lithographie encadrée;Portrait d'Esprit Requien avec mentions manuscrites. Provient des collections Prévot-Della Casa.;;0,1;1
908;Archives municipales d'Avignon;146Fi;21/04/2015;Archives privées;Achat;;;Lot d'estampes et photographies;Lot d'estampes et photographies (272 documents correspondant à 254 notices);;0,2;272
916;Archives municipales d'Avignon;11Fi284;23/06/2015;Archives privées;Achat;;;Photographie d'Edouard Baldus;Un tirage photographique de Baldus, du panorama d'Avignon vers 1859-1860. Tirage signé.;;0,01;1
925;Archives municipales d'Avignon;2Fi;09/10/2015;Archives privées;Achat;;;Estampe de Bauchamp;Une estampe de Bauchamp représentant le pont Saint-Bénezet, le rempart et la tour des chiens.;;0,01;1
926;Archives municipales d'Avignon;1Fi;09/10/2015;Archives privées;Achat;;;2 diplômes d'Arnaud de Fabre;"2 diplômes concernant le médecin avignonnais Arnaud de Fabre (nomination comme capitaine-adjudant de la garde Nationale ; membre honoraire de la Société des sauveteurs Avignonnais)";;0,02;2
927;Archives municipales d'Avignon;2Fi;09/10/2015;Archives privées;Achat;;;Lot de 4 estampes de Maurice Robert;"4 estampes de maurice Robert : les remparts avec gitans ; vue du pont Saint-Benezet, tour des Chiens et Chatelet ; la chapelle Saint-Nicolas avec lettrine gravée ; l'entrée des salons du musée Calvet.";;0,04;4
928;Archives municipales d'Avignon;13Fi;09/10/2015;Archives privées;Achat;;;Lot de 6 affiches municipales de l'Ecole des Beaux-Arts;6 affiches municipales de l'Ecole des Beaux-Arts des années 1903, 1904, 1906, 1913, 1922.;;0,05;6
930;Archives municipales d'Avignon;2Fi;28/10/2015;Archives privées;Achat;;;2 aquarelles de Jean-Baptiste Brunel;Deux aquarelles de Jean-Baptiste Brunel : la place Saint-Didier et la rue Sainte-Catherine durant les inondations de 1896.;;0,02;2
931;Archives municipales d'Avignon;8Fi;09/10/2015;Archives privées;Achat;;;Album souvenir du 7ème génie;Album-souvenir imprimé du régiment du 7ème génie réalisé en 1922.;;0,03;1
938;Archives municipales d'Avignon;3Fi 36-37;01/09/2015;Archives privées;Achat;;;Cartes du département de Vaucluse, 1846 et 1852.;Deux cartes du département de Vaucluse, 1846 et 1852 de l'ingénieur Perrier.;;0,02;2
939;Archives municipales d'Avignon;11Fi;01/09/2015;Archives privées;Achat;;;Photographie : les pontonniers sur le Rhône.;Tirage photographique de Chauvin-Bergier d'un exercice du pontonnage sur le Rhône du 1er Régiment dartillerie pontonniers, années 1880;;0,01;1
940;Archives municipales d'Avignon;1Fi;01/09/2015;Archives privées;Achat;;;Estampe : cathédrale et calvaire d'Avignon.;Estampe cathédrale et calvaire d'Avignon dessinée par Dupuy, vers 1850;;0,01;1
941;Archives municipales d'Avignon;2Fi;01/09/2015;Archives privées;Achat;;;Dessin : la tour Philippe le Bel.;Dessin de la tour Philippe le Bel par Durand vers 1910.;;0,01;1
942;Archives municipales d'Avignon;2Fi;01/09/2015;Archives privées;Achat;;;Diplôme : foire de Printemps, 1927;Diplôme de la foire de Printemps (1927) décerné à M. Chenebrier.;;0,01;1
943;Archives municipales d'Avignon;1Fi;01/09/2015;Archives privées;Achat;;;Diplôme : exposition scolaire de 1891.;Diplôme de l'exposition scolaire (1891) décerné à l'école primaire de Saint-Pierre (Basses-Alpes).;;0,01;1
945;Archives municipales d'Avignon;9Fi;01/09/2015;Archives privées;Achat;;;Cartes postales mistraliennes;Série de 17 cartes postales ayant trait à Frédéric Mistral.;;0;17
962;Archives municipales d'Avignon;33Fi;22/09/2015;Archives privées;Achat;;;Lot de photographies d'Eugène André;Lot de 93 plaques de verre du fonds Eugène André;;0,1;93
978;Archives municipales d'Avignon;140FI14;20/11/2014;Archives privées;Achat;;;Typons de l'imprimerie Rullière;Lot de 28 typons de l'imprimerie Rullière de vues anciennes d'Avignon;;0,3;28
979;Archives municipales d'Avignon;6Fi - 11Fi - 140Fi;20/11/2014;Archives privées;Achat;;;Photographies positives;"Série de 5 photographies panoramiques des fidèles de  l’Archidiocèse d’Avignon en pèlerinage à Lourdes (1969, 1971, 1970, 1972, 1976) (cotées en 11Fi) ; Un portrait d’homme anonyme daté de septembre 1930 (par Auguste Miesienski fils – tampon à sec gaufré (coté en 6Fi) ; une photographie sous-verre de Guy Môquet (1924-1941) avec crêpe en haut à gauche aux couleurs nationales (cotée en 140Fi14)";;0,07;7
980;Archives municipales d'Avignon;1Z;20/11/2014;Archives privées;Achat;;;Lot d'Archives privées;documents privés sur la famille Cohen (1959-1974), une carte lettre de J. Boutchay de Carpentras adressée à Hippolyte Perre à Avignon (1895), Actes notariés et judiciaires touchant à Simon Maumet fils d’Avignon (1948-1951);;0,02;1
981;Archives municipales d'Avignon;140Fi 10-13;20/11/2014;Archives privées;Achat;;;Lot d'objets divers;"Objets divers : Médaille commémorative Pose de la première pierre du centre de formation professionnelle de la CCI d’Avignon et de Vaucluse (6 Mai 1969) (cotée 140Fi10) ; Petite cloche en bronze de la maison P. Reynier, Avignon numérotée 10 (cotée 140Fi11) ; Baromètre publicitaire maison Léon Doux, La Coupe d’Or (coté 140Fi12) ; Baromètre publicitaire maison L’Inter-Forain, Avignon (coté 140Fi13) ;";;0,2;4
982;Archives municipales d'Avignon;PDR;20/11/2014;Archives privées;Achat;;;Imprimés : Les Grands siècles de la peinture;Les Grands siècles de la peinture, série des éditions Skira en 8 volumes.;;0,3;0
985;Archives municipales d'Avignon;4Fi;13/04/2016;Archives privées;Achat;;;Carte imprimée du XVIIIème siècle;Carte du Dauphiné et de la Provence, XVIIIème siècle.;;0,01;1
986;Archives municipales d'Avignon;2Fi;13/04/2016;Archives privées;Achat;;;Gravure romantique;Gravure anglaise en couleur d'époque romantique représentant les bords du Rhône et le panorama d'Avignon;;0,01;1
996;Archives municipales d'Avignon;1Z;28/04/2014;Archives privées;Achat;;;6 documents autographes d'Armand de Pontmartin;6 documents autographes d'Armand de Pontmartin : 5 lettres adressées à Joseph Roumanille et un poème (1862-1889). Provenance, fonds Roumanille.;;0,01;1
997;Archives municipales d'Avignon;1Z;28/04/2014;Archives privées;Achat;;;Lot de documents concernant la famille Calvet;Lot de documents concernant la famille Calvet d'Avignon XVIe-XVIIIe siècles.;;0,1;0
998;Archives municipales d'Avignon;1Z;28/04/2014;Archives privées;Achat;;;Lot de documents historiques relatifs au Vaucluse;Lot de documents historiques relatifs au Vaucluse et Avignon. Provenance : collection Bienvenue Roux.;;0,05;1
1001;Archives municipales d'Avignon;1Z;10/07/2015;Archives privées;Achat;;;Lot de lettres du Marquis de cambis d'Orsan;Lot de 104 lettres d'Auguste de cambis d'Orsan adressée à Adolphe Aubenas au ministère de la Justice (1839-1949).;;0,05;1
1003;Archives municipales d'Avignon;1Z - 5Z - 47Z;13/06/2014;Archives privées;Achat;;;Lot de vieux documents;"Lot de vieux documents : série de quittances, factures etc. de la pharmacie Bouyer à Avignon (voir fonds Bouyer 5Z) ; lot de documents privés période Révolution et Empire (1Z) ;1 grande pièce entoilée avec inscription (XVIIIème) (1Z) ; 1 affiche révolutionnaire d'ordonnance de prise de corps (An II) (1Z) ; lot de documents et photographies provenant de Mlle Limouze (voir Fonds Limouse en 47Z).";;0,1;1
1004;Archives municipales d'Avignon;2Fi -3Fi-140Fi;13/06/2014;Archives privées;Achat;;;Lot d'objets et documents figurés;"Lot d'objets et documents figurés : maquette du pont Saint-Benezet (Cotée en 140Fi) ; médaille du jubilé d'Henri Rouvière (1924-1974) (Cotée en 140Fi) ; Plan du palais du Roure de l'architecte Olagnier (1907) (coté en 3Fi) ; 1 carton publicitaire café Richard (coté en 2Fi) ; ";;0,05;1
1009;Archives municipales d'Avignon;140Fi6;29/10/2014;Archives privées;Achat;;;Portrait d'Edmond Pailheret par Claude Firmin.;Portrait d'Edmond Pailheret, maire d'Avignon, par Claude Firmin. Cette toile a été la propriété du collectionneur historien d'art, Raphaël Mérindol.;;0,1;1
1010;Archives municipales d'Avignon;140Fi7;21/09/2015;Archives privées;Achat;;;Oeuvre de Boris Daniloff.;Oeuvre de Boris Daniloff : acrylique sur toile représentant le panorama d'Avignon avec son code-barre.;;0,1;1
1014;Archives municipales d'Avignon;147Fi;22/10/2014;Archives privées;Achat;;;Lot de documents de la famille Rey;Lot de 33 documents iconographiques divers provenant de la revue l'Accent et de la famille Rey.;;0,05;33
1015;Archives municipales d'Avignon;8Fi;22/10/2014;Archives privées;Achat;;;3 albums de photographies locales;3 albums de photographies locales;;0,03;3
1016;Archives municipales d'Avignon;1Z;22/10/2014;Archives privées;Achat;;;3 archives minuscules;"3 archives minuscules : carte d'immigrant italien ; carte professionnelle de Jean Ripert de Goult ; lettre de Johannis au sujet du château de Saumane.";;0,01;1
1017;Archives municipales d'Avignon;1Z;22/10/2014;Archives privées;Achat;;;1 manuscrit de l'Histoire de France;1 manuscrit de l'Histoire de France par J. S. d'Apt, 1766. A appartenu aux collections de René Bruni (ex-libris).;;0,05;1
1020;Archives municipales d'Avignon;11Fi;16/04/2013;Archives privées;Achat;;;2 portraits photographiques.;2 portraits photographiques : un homme et une femme (anonymes) par P. Miesienski ainé, place Pie.;;0,05;2
1027;Archives municipales d'Avignon;2Fi;30/06/2016;Archives privées;Achat;;;1 gravure couleur du Rhône à Villeneuve-les-Avignon;Gravure couleur du Rhône à Villeneuve-les-Avignon;;0,01;1
1028;Archives municipales d'Avignon;107Fi;09/05/2016;Archives privées;Achat;;;Lot de 31 cartes de visite et de cabinet;"Lot de 31cartes de visite et de cabinet provenant de Frédéric Mascle, maire de Chateaurenard et sénateur : 11 cartes de visite et portraits des parents et du peintre Paul Saïn, cousin et ami de Frédéric Mascle  dont deux caricatures signées ; 3 cartes de visite de proches ; 14 cartes de visite d'hommes politiques avec au verso biographies manuscrites ; 3 cartes format cabinet des Gabriel et Frédéric Mascle et de Louise Muratory épouse de Gabriel Mascle.";;0,05;31
1040;Archives municipales d'Avignon;2Fi;12/09/2016;Archives privées;Achat;;;Le Journal illustré, 1886;"Numéro 48 du Journal Illustré avec en couverture dessin imprimé des inondations probablement rue Carreterie ; à l'intérieur un article sur deux colonnes portant sur ces inondations de 1886.";;0,01;1
1076;Archives municipales d'Avignon;10Fi;05/05/2017;Archives privées;Achat;;;4 photographies aériennes;4 photographies aériennes de la société E. Michaud, réalisées vers 1935;;0,01;4
1077;Archives municipales d'Avignon;Bibliothèque;03/05/2017;Archives privées;Achat;;;Lot de programmes de l'Opéra d'Avignon;Lot de 35 programmes de l'Opéra d'Avignon. Fait partie du lot d'achat 1077-1080.;;0,1;35
1078;Archives municipales d'Avignon;3Fi;03/05/2017;Archives privées;Achat;;;Carte militaire allemande d'Avignon;Carte militaire allemande d'Avignon, vers 1943. Recto : carte d'État-major de la zone Ventoux-Mont-Aigoual. Verso : plans des villes d'Avignon et Nîmes avec liste des points et bâtiments sensibles. Fait partie du lot d'achat 1077-1080.;;0,01;1
1079;Archives municipales d'Avignon;6Fi;03/05/2017;Archives privées;Achat;;;Lot de 49 photographies d'Avignon; Fait partie du lot d'achat 1077-1080.Lot de photographies d'Avignon. Inondations de 1935 et Bombardements de 1944. L'hospice Sixte-Isnard pendant l'Occupation (1 photographie).;;0,05;49
